Site Name 	SO2 Average 	Maximum	Longitude	Latitude	Months 	
Keelung	1.78	7.1	121.760056	25.129167	Jan-20	
Xizhi	1.55	6.8	121.64081	25.06624	Jan-20	
Wanli	1.68	8.6	121.689881	25.179667	Jan-20	
Xindian	1.85	7	121.537778	24.977222	Jan-20	
Tucheng	2.25	6.3	121.451861	24.982528	Jan-20	
Banqiao	1.77	7.4	121.458667	25.012972	Jan-20	
Xinzhuang	1.33	13.3	121.4325	25.037972	Jan-20	
Cailiao	1.94	7.5	121.481028	25.06895	Jan-20	
Linkou	2.16	12.6	121.3654898	25.07798949	Jan-20	
Tamsui	1.49	7.9	121.449239	25.1645	Jan-20	
Shilin	1.59	10.6	121.5166636	25.10334003	Jan-20	
Zhongshan	1.64	10.9	121.526528	25.062361	Jan-20	
Wanhua	2.77	7.63	121.507972	25.046503	Jan-20	
Guting	1.75	11.4	121.529556	25.020608	Jan-20	
Songshan	1.58	5.7	121.578611	25.05	Jan-20	
Datong	2.13	9.5	121.5134207	25.06331455	Jan-20	
Taoyuan	1.7	5.2	121.3050053	24.9947107	Jan-20	
Dayuan	1.85	7.2	121.2025147	25.06100357	Jan-20	
Guanyin	1.47	5.3	121.0828309	25.03556747	Jan-20	
Pingzhen	0.39	8.4	121.203986	24.952786	Jan-20	
Longtan	2.76	12.8	121.2164577	24.86400048	Jan-20	
Hukou	3.11	15.9	121.0388689	24.90009696	Jan-20	
Zhudong	2.2	8.2	121.0889549	24.74091408	Jan-20	
Hsinchu	2.89	7.9	120.9723675	24.8056356	Jan-20	
Toufen	2.2	7.1	120.8986929	24.69690679	Jan-20	
Miaoli	2.12	7.2	120.8201147	24.56499183	Jan-20	
Sanyi	1.99	9.1	120.7595675	24.38248443	Jan-20	
Fengyuan	1.8	4.5	120.7425241	24.25699731	Jan-20	
Shalu	1.6	5.9	120.568794	24.225628	Jan-20	
Dali	1.77	5.6	120.6784444	24.09961111	Jan-20	
Zhongming	2.13	10.3	120.641092	24.151958	Jan-20	
Xitun	0.98	7.3	120.616917	24.162197	Jan-20	
Changhua	1.55	6.6	120.541519	24.066	Jan-20	
Xianxi	2.57	8.7	120.469061	24.131672	Jan-20	
Erlin	2.72	11.9	120.409653	23.925175	Jan-20	
Nantou	1.92	7.4	120.685306	23.913	Jan-20	
Douliu	1.73	7	120.544994	23.711853	Jan-20	
Lunbei	1.81	6.7	120.348742	23.757547	Jan-20	
Xingang	1.66	8.5	120.345531	23.554839	Jan-20	
Puzi	1.8	5.1	120.2478	23.46538	Jan-20	
Taixi	2.95	8.5	120.1993333	23.702175	Jan-20	
Chiayi	1.93	8.9	120.4412515	23.46477865	Jan-20	
Xinying	3.22	9.3	120.31725	23.305633	Jan-20	
Shanhua			120.2974053	23.11337642	Jan-20	
Annan	1.92	6.8	120.2175	23.048197	Jan-20	
Tainan	2.29	9	120.22085	22.99123	Jan-20	
Meinong	2.23	6	120.530542	22.883583	Jan-20	
Qiaotou	2.3	8.4	120.305689	22.757506	Jan-20	
Renwu	2.56	15.2	120.332631	22.689056	Jan-20	
Fengshan	2.09	5.3	120.357422	22.628126	Jan-20	
Daliao	2.09	4.7	120.425311	22.56413611	Jan-20	
Linyuan	2.2	8.8	120.41175	22.4795	Jan-20	
Nanzi	2.08	5	120.328289	22.733667	Jan-20	
Zuoying	2.54	6.5	120.292917	22.674861	Jan-20	
Qianjin	2.54	10	120.2867611	22.63390278	Jan-20	
Qianzhen	2.78	10.1	120.3083336	22.6044507	Jan-20	
Xiaogang	1.39	4.1	120.337736	22.565833	Jan-20	
Pingtung	3.08	9.7	120.488033	22.673081	Jan-20	
Chaozhou	2.37	6.56	120.561175	22.523108	Jan-20	
Hengchun	2.16	6.7	120.788928	21.958069	Jan-20	
Taitung	2.6	6.4	121.15045	22.755358	Jan-20	
Hualien	3	11.2	121.599769	23.971306	Jan-20	
Yangming	3.17	29.2	121.529583	25.182722	Jan-20	
Yilan	3.01	25.5	121.746394	24.747917	Jan-20	
Dongshan	2.29	7.5	121.792928	24.632203	Jan-20	
Sanchong	2.49	8.4	121.493806	25.072611	Jan-20	
Zhongli	3.48	12	121.221667	24.953278	Jan-20	
Zhushan	2.02	7.7	120.677306	23.756389	Jan-20	
Yonghe	0.96	3.9	121.516306	25.017	Jan-20	
Fuxing	1.91	13.2	120.312017	22.608711	Jan-20	
Puli	1.59	4.4	120.967903	23.968842	Jan-20	
Matsu	1.37	5.6	119.9314938	26.15188416	Jan-20	
Kinmen	1.15	7.5	118.312256	24.432133	Jan-20	
Magong	1.33	3.2	119.566158	23.569031	Jan-20	
Guanshan	1.16	2.6	121.161933	23.045083	Jan-20	
Mailiao	1.43	5.3	120.251825	23.753506	Jan-20	
FugueiCape	2.21	10.7	121.5365689	25.29681695	Jan-20	
Dacheng	1.59	6.6	120.2696417	23.85493056	Jan-20	
Keelung	1.54	7.4	121.760056	25.129167	Feb-20	
Xizhi	1.45	8.2	121.64081	25.06624	Feb-20	
Wanli	1.7	7.7	121.689881	25.179667	Feb-20	
Xindian	1.75	5.6	121.537778	24.977222	Feb-20	
Tucheng	2.19	6.2	121.451861	24.982528	Feb-20	
Banqiao	1.67	6.7	121.458667	25.012972	Feb-20	
Xinzhuang	1.32	5.7	121.4325	25.037972	Feb-20	
Cailiao	1.77	7.8	121.481028	25.06895	Feb-20	
Linkou	2.34	16.7	121.3654898	25.07798949	Feb-20	
Tamsui	1.59	6.4	121.449239	25.1645	Feb-20	
Shilin	2	12.2	121.5166636	25.10334003	Feb-20	
Zhongshan	1.58	8.1	121.526528	25.062361	Feb-20	
Wanhua	2.47	5.89	121.507972	25.046503	Feb-20	
Guting	1.74	6.3	121.529556	25.020608	Feb-20	
Songshan	1.5	5.3	121.578611	25.05	Feb-20	
Datong	2.06	6.9	121.5134207	25.06331455	Feb-20	
Taoyuan	1.71	6.6	121.3050053	24.9947107	Feb-20	
Dayuan	1.82	13.3	121.2025147	25.06100357	Feb-20	
Guanyin	1.59	6.1	121.0828309	25.03556747	Feb-20	
Pingzhen	0.44	3.6	121.203986	24.952786	Feb-20	
Longtan	3.43	18.6	121.2164577	24.86400048	Feb-20	
Hukou	3.34	17.9	121.0388689	24.90009696	Feb-20	
Zhudong	2.16	6.2	121.0889549	24.74091408	Feb-20	
Hsinchu	3.87	14.7	120.9723675	24.8056356	Feb-20	
Toufen	2.31	6.6	120.8986929	24.69690679	Feb-20	
Miaoli	2.16	11.1	120.8201147	24.56499183	Feb-20	
Sanyi	1.69	7.5	120.7595675	24.38248443	Feb-20	
Fengyuan	1.85	7	120.7425241	24.25699731	Feb-20	
Shalu	1.5	6.3	120.568794	24.225628	Feb-20	
Dali	1.83	5.1	120.6784444	24.09961111	Feb-20	
Zhongming	2.08	9.2	120.641092	24.151958	Feb-20	
Xitun	0.82	6.2	120.616917	24.162197	Feb-20	
Changhua	1.49	5.2	120.541519	24.066	Feb-20	
Xianxi	2.56	8.3	120.469061	24.131672	Feb-20	
Erlin	2.76	9.3	120.409653	23.925175	Feb-20	
Nantou	1.99	10.5	120.685306	23.913	Feb-20	
Douliu	1.99	11.2	120.544994	23.711853	Feb-20	
Lunbei	1.61	5.8	120.348742	23.757547	Feb-20	
Xingang	1.91	7.7	120.345531	23.554839	Feb-20	
Puzi	2	5.1	120.2478	23.46538	Feb-20	
Taixi	3.23	14.1	120.1993333	23.702175	Feb-20	
Chiayi	2.48	16.1	120.4412515	23.46477865	Feb-20	
Xinying	3.22	10.4	120.31725	23.305633	Feb-20	
Shanhua			120.2974053	23.11337642	Feb-20	
Annan	1.82	6.2	120.2175	23.048197	Feb-20	
Tainan	2.3	9.1	120.22085	22.99123	Feb-20	
Meinong	2.25	7.9	120.530542	22.883583	Feb-20	
Qiaotou	2.33	30.5	120.305689	22.757506	Feb-20	
Renwu	2.46	13.1	120.332631	22.689056	Feb-20	
Fengshan	2.11	16.8	120.357422	22.628126	Feb-20	
Daliao	2.37	6	120.425311	22.56413611	Feb-20	
Linyuan	2.35	6.1	120.41175	22.4795	Feb-20	
Nanzi	2.02	4.6	120.328289	22.733667	Feb-20	
Zuoying	2.5	7.3	120.292917	22.674861	Feb-20	
Qianjin	2.78	8.4	120.2867611	22.63390278	Feb-20	
Qianzhen	2.87	16.9	120.3083336	22.6044507	Feb-20	
Xiaogang	1.5	5	120.337736	22.565833	Feb-20	
Pingtung	2.96	10.1	120.488033	22.673081	Feb-20	
Chaozhou	2.33	5.93	120.561175	22.523108	Feb-20	
Hengchun	2.18	8.5	120.788928	21.958069	Feb-20	
Taitung	2.53	10.1	121.15045	22.755358	Feb-20	
Hualien	2.97	15.8	121.599769	23.971306	Feb-20	
Yangming	3.96	55	121.529583	25.182722	Feb-20	
Yilan	3.11	23.3	121.746394	24.747917	Feb-20	
Dongshan	2.36	10.5	121.792928	24.632203	Feb-20	
Sanchong	2.65	14.6	121.493806	25.072611	Feb-20	
Zhongli	3.32	21.6	121.221667	24.953278	Feb-20	
Zhushan	1.99	11.2	120.677306	23.756389	Feb-20	
Yonghe		2.4	121.516306	25.017	Feb-20	
Fuxing	1.77	12	120.312017	22.608711	Feb-20	
Puli	2.1	19.9	120.967903	23.968842	Feb-20	
Matsu	1.52	5.7	119.9314938	26.15188416	Feb-20	
Kinmen	1.18	8.3	118.312256	24.432133	Feb-20	
Magong	1.24	3.7	119.566158	23.569031	Feb-20	
Guanshan	1.15	10.9	121.161933	23.045083	Feb-20	
Mailiao	1.58	5.2	120.251825	23.753506	Feb-20	
FugueiCape	1.88	8.1	121.5365689	25.29681695	Feb-20	
Dacheng	1.47	4.4	120.2696417	23.85493056	Feb-20	
Keelung	1.41	11.6	121.760056	25.129167	Mar-20	
Xizhi	1.36	5.7	121.64081	25.06624	Mar-20	
Wanli	1.94	10.6	121.689881	25.179667	Mar-20	
Xindian	1.69	8.3	121.537778	24.977222	Mar-20	
Tucheng	2.5	52.2	121.451861	24.982528	Mar-20	
Banqiao	1.95	9.9	121.458667	25.012972	Mar-20	
Xinzhuang	1.55	7.2	121.4325	25.037972	Mar-20	
Cailiao	1.87	9.1	121.481028	25.06895	Mar-20	
Linkou	2.02	10.8	121.3654898	25.07798949	Mar-20	
Tamsui	1.77	6.2	121.449239	25.1645	Mar-20	
Shilin	2.12	14.8	121.5166636	25.10334003	Mar-20	
Zhongshan	1.86	6.4	121.526528	25.062361	Mar-20	
Wanhua	2.49	6.81	121.507972	25.046503	Mar-20	
Guting	2.22	7.2	121.529556	25.020608	Mar-20	
Songshan	1.76	4.8	121.578611	25.05	Mar-20	
Datong	2.43	13.1	121.5134207	25.06331455	Mar-20	
Taoyuan	1.6	6.7	121.3050053	24.9947107	Mar-20	
Dayuan	1.84	6.3	121.2025147	25.06100357	Mar-20	
Guanyin	1.62	6.2	121.0828309	25.03556747	Mar-20	
Pingzhen	0.45	2.7	121.203986	24.952786	Mar-20	
Longtan	3.08	22.6	121.2164577	24.86400048	Mar-20	
Hukou	3.37	13.8	121.0388689	24.90009696	Mar-20	
Zhudong	2.33	5.9	121.0889549	24.74091408	Mar-20	
Hsinchu	3.32	16.3	120.9723675	24.8056356	Mar-20	
Toufen	2.27	6.5	120.8986929	24.69690679	Mar-20	
Miaoli	2.28	6	120.8201147	24.56499183	Mar-20	
Sanyi	1.94	5.3	120.7595675	24.38248443	Mar-20	
Fengyuan	1.93	4.6	120.7425241	24.25699731	Mar-20	
Shalu	1.61	4	120.568794	24.225628	Mar-20	
Dali	1.95	5.9	120.6784444	24.09961111	Mar-20	
Zhongming	1.98	5.8	120.641092	24.151958	Mar-20	
Xitun	1.05	11.2	120.616917	24.162197	Mar-20	
Changhua	1.67	5.3	120.541519	24.066	Mar-20	
Xianxi	2.33	17.3	120.469061	24.131672	Mar-20	
Erlin	2.77	11.4	120.409653	23.925175	Mar-20	
Nantou	1.89	10.1	120.685306	23.913	Mar-20	
Douliu	2.08	11.2	120.544994	23.711853	Mar-20	
Lunbei	1.95	9.7	120.348742	23.757547	Mar-20	
Xingang	2.01	6.7	120.345531	23.554839	Mar-20	
Puzi	2.07	4.3	120.2478	23.46538	Mar-20	
Taixi	3.12	9.3	120.1993333	23.702175	Mar-20	
Chiayi	2.15	9.5	120.4412515	23.46477865	Mar-20	
Xinying	3.34	11.9	120.31725	23.305633	Mar-20	
Shanhua			120.2974053	23.11337642	Mar-20	
Annan	2.08	6.4	120.2175	23.048197	Mar-20	
Tainan	2.2	17.4	120.22085	22.99123	Mar-20	
Meinong	2.22	8.5	120.530542	22.883583	Mar-20	
Qiaotou	2.34	8.8	120.305689	22.757506	Mar-20	
Renwu	2.58	17.7	120.332631	22.689056	Mar-20	
Fengshan	2.21	24.3	120.357422	22.628126	Mar-20	
Daliao	2.29	7.1	120.425311	22.56413611	Mar-20	
Linyuan	2.33	6.4	120.41175	22.4795	Mar-20	
Nanzi	2.16	5.8	120.328289	22.733667	Mar-20	
Zuoying	2.46	7.2	120.292917	22.674861	Mar-20	
Qianjin	3	8.7	120.2867611	22.63390278	Mar-20	
Qianzhen	2.88	14.1	120.3083336	22.6044507	Mar-20	
Xiaogang	1.81	5.5	120.337736	22.565833	Mar-20	
Pingtung	2.94	12.9	120.488033	22.673081	Mar-20	
Chaozhou	2.47	8.07	120.561175	22.523108	Mar-20	
Hengchun	2.25	19.2	120.788928	21.958069	Mar-20	
Taitung	2.79	9.6	121.15045	22.755358	Mar-20	
Hualien	3.08	12.8	121.599769	23.971306	Mar-20	
Yangming	4.64	35.4	121.529583	25.182722	Mar-20	
Yilan	3.25	23	121.746394	24.747917	Mar-20	
Dongshan	2.5	10.4	121.792928	24.632203	Mar-20	
Sanchong	2.63	14.3	121.493806	25.072611	Mar-20	
Zhongli	3.04	16.2	121.221667	24.953278	Mar-20	
Zhushan	2.29	12.3	120.677306	23.756389	Mar-20	
Yonghe	0.59	3.5	121.516306	25.017	Mar-20	
Fuxing	1.85	9.4	120.312017	22.608711	Mar-20	
Puli	2.18	15.3	120.967903	23.968842	Mar-20	
Matsu	1.45	4.4	119.9314938	26.15188416	Mar-20	
Kinmen	1.2	5.3	118.312256	24.432133	Mar-20	
Magong	1.12	2.1	119.566158	23.569031	Mar-20	
Guanshan	1.1	2	121.161933	23.045083	Mar-20	
Mailiao	1.58	4.6	120.251825	23.753506	Mar-20	
FugueiCape	2.46	9.7	121.5365689	25.29681695	Mar-20	
Dacheng	1.65	5.6	120.2696417	23.85493056	Mar-20	
Keelung	1.56	5.7	121.760056	25.129167	Apr-20	
Xizhi	1.41	4.8	121.64081	25.06624	Apr-20	
Wanli	1.56	6.4	121.689881	25.179667	Apr-20	
Xindian	1.92	16.9	121.537778	24.977222	Apr-20	
Tucheng	2.19	6.3	121.451861	24.982528	Apr-20	
Banqiao	1.68	6.1	121.458667	25.012972	Apr-20	
Xinzhuang	1.32	4.9	121.4325	25.037972	Apr-20	
Cailiao	1.99	19.5	121.481028	25.06895	Apr-20	
Linkou	1.93	6.4	121.3654898	25.07798949	Apr-20	
Tamsui	1.67	6.4	121.449239	25.1645	Apr-20	
Shilin	2.12	9.9	121.5166636	25.10334003	Apr-20	
Zhongshan	1.72	5.4	121.526528	25.062361	Apr-20	
Wanhua	2.28	6.24	121.507972	25.046503	Apr-20	
Guting	1.8	6.5	121.529556	25.020608	Apr-20	
Songshan	1.54	4.7	121.578611	25.05	Apr-20	
Datong	1.98	6.6	121.5134207	25.06331455	Apr-20	
Taoyuan	1.52	7.4	121.3050053	24.9947107	Apr-20	
Dayuan	1.81	4.9	121.2025147	25.06100357	Apr-20	
Guanyin	1.75	7.1	121.0828309	25.03556747	Apr-20	
Pingzhen	0.44	4.6	121.203986	24.952786	Apr-20	
Longtan	2.85	12.4	121.2164577	24.86400048	Apr-20	
Hukou	3.48	24.5	121.0388689	24.90009696	Apr-20	
Zhudong	2.27	4.8	121.0889549	24.74091408	Apr-20	
Hsinchu	2.85	9.8	120.9723675	24.8056356	Apr-20	
Toufen	2.28	6.1	120.8986929	24.69690679	Apr-20	
Miaoli	1.96	5.8	120.8201147	24.56499183	Apr-20	
Sanyi	1.92	4.7	120.7595675	24.38248443	Apr-20	
Fengyuan	1.8	5.9	120.7425241	24.25699731	Apr-20	
Shalu	1.32	4.9	120.568794	24.225628	Apr-20	
Dali	1.86	6.8	120.6784444	24.09961111	Apr-20	
Zhongming	1.97	5.7	120.641092	24.151958	Apr-20	
Xitun	1.47	5.1	120.616917	24.162197	Apr-20	
Changhua	1.53	4.8	120.541519	24.066	Apr-20	
Xianxi	2.17	12	120.469061	24.131672	Apr-20	
Erlin	2.49	8.7	120.409653	23.925175	Apr-20	
Nantou	1.92	11.5	120.685306	23.913	Apr-20	
Douliu	1.96	12.4	120.544994	23.711853	Apr-20	
Lunbei	2.09	7.9	120.348742	23.757547	Apr-20	
Xingang	2.13	6.5	120.345531	23.554839	Apr-20	
Puzi	2.09	4.7	120.2478	23.46538	Apr-20	
Taixi	3	11.7	120.1993333	23.702175	Apr-20	
Chiayi	2.45	14.8	120.4412515	23.46477865	Apr-20	
Xinying	3.42	9.8	120.31725	23.305633	Apr-20	
Shanhua			120.2974053	23.11337642	Apr-20	
Annan	1.94	7.5	120.2175	23.048197	Apr-20	
Tainan	2.04	9.4	120.22085	22.99123	Apr-20	
Meinong	2.39	8.3	120.530542	22.883583	Apr-20	
Qiaotou	2.2	9.4	120.305689	22.757506	Apr-20	
Renwu	2.4	20.7	120.332631	22.689056	Apr-20	
Fengshan	2.4	68.6	120.357422	22.628126	Apr-20	
Daliao	2.36	6	120.425311	22.56413611	Apr-20	
Linyuan	2.16	5	120.41175	22.4795	Apr-20	
Nanzi	2.25	5	120.328289	22.733667	Apr-20	
Zuoying	2.12	5.7	120.292917	22.674861	Apr-20	
Qianjin	3.11	9.8	120.2867611	22.63390278	Apr-20	
Qianzhen	2.81	29.7	120.3083336	22.6044507	Apr-20	
Xiaogang	1.6	4	120.337736	22.565833	Apr-20	
Pingtung	2.83	12.9	120.488033	22.673081	Apr-20	
Chaozhou	2.58	9.87	120.561175	22.523108	Apr-20	
Hengchun	2.31	7	120.788928	21.958069	Apr-20	
Taitung	2.71	11.3	121.15045	22.755358	Apr-20	
Hualien	3.2	18	121.599769	23.971306	Apr-20	
Yangming	3.81	28.2	121.529583	25.182722	Apr-20	
Yilan	2.52	12.3	121.746394	24.747917	Apr-20	
Dongshan	2.84	18.7	121.792928	24.632203	Apr-20	
Sanchong	2.57	48.4	121.493806	25.072611	Apr-20	
Zhongli	3.34	14.7	121.221667	24.953278	Apr-20	
Zhushan	2.32	11.7	120.677306	23.756389	Apr-20	
Yonghe	0.96	4.2	121.516306	25.017	Apr-20	
Fuxing	1.92	10.3	120.312017	22.608711	Apr-20	
Puli	1.81	8.7	120.967903	23.968842	Apr-20	
Matsu	1.34	3.4	119.9314938	26.15188416	Apr-20	
Kinmen	1.46	5.5	118.312256	24.432133	Apr-20	
Magong	1.03	2.1	119.566158	23.569031	Apr-20	
Guanshan	1.14	1.7	121.161933	23.045083	Apr-20	
Mailiao	1.48	3.7	120.251825	23.753506	Apr-20	
FugueiCape	2.81	15.6	121.5365689	25.29681695	Apr-20	
Dacheng	1.79	6.8	120.2696417	23.85493056	Apr-20	
Keelung	1.59	6.6	121.760056	25.129167	Apr-20	
Xizhi	1.38	6.5	121.64081	25.06624	Apr-20	
Wanli	1.66	7.3	121.689881	25.179667	Apr-20	
Xindian	2.19	6	121.537778	24.977222	Apr-20	
Tucheng	2.37	5.6	121.451861	24.982528	Apr-20	
Banqiao	1.93	7.2	121.458667	25.012972	Apr-20	
Xinzhuang	1.61	10.7	121.4325	25.037972	Apr-20	
Cailiao	2.34	6.5	121.481028	25.06895	Apr-20	
Linkou	2.52	8.6	121.3654898	25.07798949	Apr-20	
Tamsui	2.02	7	121.449239	25.1645	Apr-20	
Shilin	2.25	8.3	121.5166636	25.10334003	Apr-20	
Zhongshan	1.89	5.4	121.526528	25.062361	Apr-20	
Wanhua	2.71	8.02	121.507972	25.046503	Apr-20	
Guting	2.21	8.1	121.529556	25.020608	Apr-20	
Songshan	1.82	4.3	121.578611	25.05	Apr-20	
Datong	2.48	10.3	121.5134207	25.06331455	Apr-20	
Taoyuan	2.25	7.1	121.3050053	24.9947107	Apr-20	
Dayuan	1.9	8.8	121.2025147	25.06100357	Apr-20	
Guanyin	2	5.5	121.0828309	25.03556747	Apr-20	
Pingzhen	0.44	3.1	121.203986	24.952786	Apr-20	
Longtan	2.49	8.2	121.2164577	24.86400048	Apr-20	
Hukou	3.87	21.2	121.0388689	24.90009696	Apr-20	
Zhudong	2.52	5.3	121.0889549	24.74091408	Apr-20	
Hsinchu	2.47	7.5	120.9723675	24.8056356	Apr-20	
Toufen	2.42	5	120.8986929	24.69690679	Apr-20	
Miaoli	2.25	7.7	120.8201147	24.56499183	Apr-20	
Sanyi	1.92	7.8	120.7595675	24.38248443	Apr-20	
Fengyuan	2.09	9.4	120.7425241	24.25699731	Apr-20	
Shalu	1.64	5.9	120.568794	24.225628	Apr-20	
Dali	1.53	5.1	120.6784444	24.09961111	Apr-20	
Zhongming	2.08	6.8	120.641092	24.151958	Apr-20	
Xitun	2.02	7.6	120.616917	24.162197	Apr-20	
Changhua	1.81	10.3	120.541519	24.066	Apr-20	
Xianxi	1.96	6.9	120.469061	24.131672	Apr-20	
Erlin	2.75	6.3	120.409653	23.925175	Apr-20	
Nantou	2.11	10.7	120.685306	23.913	Apr-20	
Douliu	2.37	11.2	120.544994	23.711853	Apr-20	
Lunbei	1.96	9	120.348742	23.757547	Apr-20	
Xingang	2.03	8.1	120.345531	23.554839	Apr-20	
Puzi	1.97	4.4	120.2478	23.46538	Apr-20	
Taixi	2.4	14.8	120.1993333	23.702175	Apr-20	
Chiayi	2.76	13.8	120.4412515	23.46477865	Apr-20	
Xinying	3.17	8	120.31725	23.305633	Apr-20	
Shanhua			120.2974053	23.11337642	Apr-20	
Annan	2.18	7.8	120.2175	23.048197	Apr-20	
Tainan	2.08	13.8	120.22085	22.99123	Apr-20	
Meinong	1.8	7.1	120.530542	22.883583	Apr-20	
Qiaotou	1.84	7.5	120.305689	22.757506	Apr-20	
Renwu	1.51	9.2	120.332631	22.689056	Apr-20	
Fengshan	1.72	11.2	120.357422	22.628126	Apr-20	
Daliao	1.94	5.8	120.425311	22.56413611	Apr-20	
Linyuan	1.9	7.2	120.41175	22.4795	Apr-20	
Nanzi	1.61	5.6	120.328289	22.733667	Apr-20	
Zuoying	2.02	10.3	120.292917	22.674861	Apr-20	
Qianjin	1.82	11.3	120.2867611	22.63390278	Apr-20	
Qianzhen	2.66	10.3	120.3083336	22.6044507	Apr-20	
Xiaogang	1.31	7.2	120.337736	22.565833	Apr-20	
Pingtung	2.31	12.5	120.488033	22.673081	Apr-20	
Chaozhou	1.89	6.8	120.561175	22.523108	Apr-20	
Hengchun	2.1	8.8	120.788928	21.958069	Apr-20	
Taitung	2.16	8.1	121.15045	22.755358	Apr-20	
Hualien	2.39	14.1	121.599769	23.971306	Apr-20	
Yangming	3.01	37.3	121.529583	25.182722	Apr-20	
Yilan	2.79	30.7	121.746394	24.747917	Apr-20	
Dongshan	2.08	10.2	121.792928	24.632203	Apr-20	
Sanchong	2.21	11.7	121.493806	25.072611	Apr-20	
Zhongli	1.99	9.3	121.221667	24.953278	Apr-20	
Zhushan	1.74	6.6	120.677306	23.756389	Apr-20	
Yonghe	0.64	3.3	121.516306	25.017	Apr-20	
Fuxing	1.68	6.3	120.312017	22.608711	Apr-20	
Puli	1.9	5.3	120.967903	23.968842	Apr-20	
Matsu	1.57	5.8	119.9314938	26.15188416	Apr-20	
Kinmen	1.31	4.9	118.312256	24.432133	Apr-20	
Magong	1	2.1	119.566158	23.569031	Apr-20	
Guanshan	1.14	2.5	121.161933	23.045083	Apr-20	
Mailiao	1.59	5.6	120.251825	23.753506	Apr-20	
FugueiCape	2.39	20.4	121.5365689	25.29681695	Apr-20	
Dacheng	2.01	5.5	120.2696417	23.85493056	Apr-20	
Keelung	1.91	7	121.760056	25.129167	May-20	
Xizhi	1.57	5.1	121.64081	25.06624	May-20	
Wanli	1.9	5.8	121.689881	25.179667	May-20	
Xindian	2.47	4.9	121.537778	24.977222	May-20	
Tucheng	2.85	5.9	121.451861	24.982528	May-20	
Banqiao	1.97	6.3	121.458667	25.012972	May-20	
Xinzhuang	1.61	5	121.4325	25.037972	May-20	
Cailiao	2.09	5.2	121.481028	25.06895	May-20	
Linkou	2.75	7.9	121.3654898	25.07798949	May-20	
Tamsui	2.42	7.8	121.449239	25.1645	May-20	
Shilin	2.3	8.6	121.5166636	25.10334003	May-20	
Zhongshan	1.78	3.8	121.526528	25.062361	May-20	
Wanhua	3.01	6.04	121.507972	25.046503	May-20	
Guting	2.14	4.7	121.529556	25.020608	May-20	
Songshan	1.78	5.8	121.578611	25.05	May-20	
Datong	3.58	18.1	121.5134207	25.06331455	May-20	
Taoyuan	2.37	6.6	121.3050053	24.9947107	May-20	
Dayuan	2.39	6.7	121.2025147	25.06100357	May-20	
Guanyin	2.05	4.7	121.0828309	25.03556747	May-20	
Pingzhen	0.68	3.8	121.203986	24.952786	May-20	
Longtan	2.16	7.4	121.2164577	24.86400048	May-20	
Hukou	3.14	14.2	121.0388689	24.90009696	May-20	
Zhudong	2.4	5.3	121.0889549	24.74091408	May-20	
Hsinchu	2.47	6.4	120.9723675	24.8056356	May-20	
Toufen	1.91	4.6	120.8986929	24.69690679	May-20	
Miaoli	2.06	5.5	120.8201147	24.56499183	May-20	
Sanyi	1.96	5.3	120.7595675	24.38248443	May-20	
Fengyuan	2.39	5.7	120.7425241	24.25699731	May-20	
Shalu	1.54	3.8	120.568794	24.225628	May-20	
Dali	1.93	5.1	120.6784444	24.09961111	May-20	
Zhongming	1.88	5	120.641092	24.151958	May-20	
Xitun	2.56	9.7	120.616917	24.162197	May-20	
Changhua	1.96	11.9	120.541519	24.066	May-20	
Xianxi	1.8	3.9	120.469061	24.131672	May-20	
Erlin	2.75	6	120.409653	23.925175	May-20	
Nantou	1.89	4.9	120.685306	23.913	May-20	
Douliu	2.01	6.7	120.544994	23.711853	May-20	
Lunbei	1.71	12.8	120.348742	23.757547	May-20	
Xingang	1.87	5.3	120.345531	23.554839	May-20	
Puzi	1.86	3.9	120.2478	23.46538	May-20	
Taixi	1.92	6	120.1993333	23.702175	May-20	
Chiayi	3.01	11.8	120.4412515	23.46477865	May-20	
Xinying	3.02	7.5	120.31725	23.305633	May-20	
Shanhua			120.2974053	23.11337642	May-20	
Annan	1.63	10.1	120.2175	23.048197	May-20	
Tainan	1.79	10.2	120.22085	22.99123	May-20	
Meinong	1.78	5.2	120.530542	22.883583	May-20	
Qiaotou	1.72	7.3	120.305689	22.757506	May-20	
Renwu	1.27	3.3	120.332631	22.689056	May-20	
Fengshan	1.43	12.6	120.357422	22.628126	May-20	
Daliao	2.12	5.3	120.425311	22.56413611	May-20	
Linyuan	1.62	9.3	120.41175	22.4795	May-20	
Nanzi	1.74	4.5	120.328289	22.733667	May-20	
Zuoying	2.04	6.6	120.292917	22.674861	May-20	
Qianjin	2.1	23.8	120.2867611	22.63390278	May-20	
Qianzhen	2.22	8.7	120.3083336	22.6044507	May-20	
Xiaogang	1.46	4.7	120.337736	22.565833	May-20	
Pingtung	2	14.2	120.488033	22.673081	May-20	
Chaozhou	1.88	6.78	120.561175	22.523108	May-20	
Hengchun	2.07	8.6	120.788928	21.958069	May-20	
Taitung	2.11	6.2	121.15045	22.755358	May-20	
Hualien	2.64	21	121.599769	23.971306	May-20	
Yangming	2.73	19.3	121.529583	25.182722	May-20	
Yilan	2.91	27.6	121.746394	24.747917	May-20	
Dongshan	2.79	8.2	121.792928	24.632203	May-20	
Sanchong	1.85	6.6	121.493806	25.072611	May-20	
